CodGeo,Note,nbLsPls,nbLsMes,txVac,txVac3m,txRot,txLsCol,txLsInd,txLs1p,txLs2p,txLs3p,txLs4p,txLs5pp,txLsm30,txLs30a40,txLs40a60,txLs60a80,txLs80a100,txLs100a120,txLs120p,txLsAv49,txLs49a75,txLs76a88,txLs89a00,txLs01a13,txLsAp13,txLsPlai,txLsPlusAv77,txLsPlusAp77,txLsPls,txLsPli,moyLoy,q1Loy,medLoy,q3Loy
QP006009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP006010,0,2836.0,84.0,"0,7","0,6","3,4",,,"2,4","16,9","32,1","40,6",8,,,"19,6","51,1","25,8","2,4",,,"91,2",,,,"6,7",,"91,2","5,4",,,"5,52","5,1","5,47","5,84"
QP006011,0,193.0,,,,,,,,"32,1","45,6",15,,,"32,1","59,1",,,,,,,,,,,,,,,,"6,68","6,15","6,51","6,83"
QP006012,0,398.0,,,,5,,,"19,6","32,7","33,7",,,"16,6","11,1","35,2","29,4",,,,"26,1","30,9",,,"13,1","24,6","18,1","17,6","47,2",8,9,"6,97","5,77","6,71","7,15"
QP006013,0,3755.0,36.0,"1,2","0,4",5,,,"7,3","23,9","37,7","26,7","4,4","3,5","5,8","30,9","45,5","12,7",,,,"35,9","38,2","12,2","10,8",,"2,6","56,3","36,4","3,4","1,4","6,23","5,33","5,94","6,96"
QP006014,0,2388.0,,"1,3","0,7",5,"98,5","1,5","5,6",18,"39,3",27,"10,1",,"6,2",23,"52,2","14,9",,,"1,5",63,9,"1,1","12,8","12,6",7,70,"19,6","2,3","1,1","5,82","5,11","5,58","6,58"
QP006015,0,314.0,,,,"4,6",,,,"33,4","40,8","15,6",,,"15,6","33,8","44,3",,,,,"33,4",,"26,8","33,4",,"11,5","15,6","63,4",,,"7,27","6,88","7,15","7,49"
QP006016,0,80.0,,,,,,,"48,8","28,8",,,,"31,3","26,3",25,,,,,"18,8","43,8",,"21,3",,,,,50,,,"7,01","6,21","6,69","7,88"
QP007001,0,503.0,,,,"14,6","90,7","9,3","2,4","21,1","37,6",30,"8,9",,,"25,4","53,7","15,9","2,6",,,"73,4","4,6",,5,"10,5",,"75,9","20,7",,,"4,91","4,42","4,76","5,28"
QP007002,0,47.0,,,,,,,,,"48,9",,,,,,"44,7",,,,,,,,"53,2",,,,,,,"6,25","6,16","6,29","6,38"
QP007003,0,332.0,,,,"6,5",,,,"25,6","42,5","23,2",,,,"39,2",44,"13,6",,,,"79,8","10,8",,,,,"79,8",,,,"4,79","4,42","4,74","5,06"
QP007004,0,727.0,,"8,2","5,9","14,9","97,7","2,3","2,8","11,7","41,8","36,2","7,6",,"2,2","11,7","62,9","20,4",,,"3,4","75,1","4,3","9,2","2,1","5,9",,"74,8","23,1",,,"4,74","4,11","4,64","5,08"
QP007005,0,394.0,,"4,5",,"12,2",,,"5,1","20,6","36,8","27,4","10,2",,3,"26,6","50,5","15,7",,,,"95,7",,,,,,"95,7",,,,"4,52","4,15","4,34","4,85"
QP008001,0,1119.0,17.0,"3,7","1,5","13,2",92,8,"3,8","16,1",43,"29,4","7,7",,,"22,4","50,8","20,9",,,,"77,8","7,1",,,"13,6","2,8","86,4","9,3",,,"4,75","4,33","4,66","5,06"
QP008002,0,2626.0,,"11,3","8,8","12,2","97,7","2,3","3,5","15,3","36,1","31,3","13,9",,"1,3","20,2","44,8",25,"7,6",,"3,4","67,1","21,1",,,"5,9",,"89,8","9,3",,,"4,41","3,91","4,34","4,77"
QP008003,0,1001.0,,,,"14,1","95,9","4,1",4,"15,3","40,5","34,2","6,1",,"4,7","29,9","49,2","11,5","2,5",,,"77,6",,,"13,3",,,"76,6",,,,"4,75","4,42","4,72","5,06"
QP008004,0,562.0,,"3,2",,"14,8","96,4","3,6","2,1","18,3","41,8","27,9","9,8",,,"26,5","53,4","15,3",2,,"7,1","42,2","28,5","8,4","8,7","5,2","5,3","47,7","44,3",,,"4,93","4,56","4,83","5,22"
QP008005,0,374.0,,3,,"9,1","47,1","52,9",,,"33,4","41,4","13,4",,"5,3","15,5",27,"41,7","7,5",,,"18,7",,,"39,6","24,6",,,"81,3",,,"4,8","4,38","4,82","5,21"
QP008006,0,224.0,,,,"16,3",,,"5,4","7,1","45,5","30,8","11,2",,"5,8","43,8","35,3","10,3",,,"16,1","71,9",,,,,,"71,9","16,1",,,"4,95","4,45","4,91","5,38"
QP008007,0,1587.0,,"3,1","1,6","12,4",,,"5,6","25,8","40,6","20,8","7,2",,"4,3","30,9","43,5","17,6",,,"2,2","38,8","39,5","5,8","0,8","12,9","2,2","74,3","21,1",,,"4,76","4,28","4,55","5,16"
QP008008,0,460.0,,,,"12,9","95,2","4,8",3,"22,6",37,"29,1","8,3",,"7,2","62,4","20,4","7,6",,,,"92,8",,"3,7",,,,77,,,,"5,02","4,65","4,9","5,38"
QP009001,0,41.0,,,,,,,,,"58,5",,,,,,"58,5",,,,,,,,,,,,,,,"5,55","5,26","5,57","5,82"
QP009002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP009003,0,702.0,,"2,4",,"8,5",,,3,"19,2",38,"31,9","7,8",,,"21,4","55,6","20,2",,,,"58,1","26,5","7,1","6,7",,,"69,7",,,,"4,96","4,52","4,73","5,28"
QP010001,0,368.0,,"4,1",,"15,1",,,"7,9",16,"24,7","25,5","25,8",,,"17,9","27,7","32,1","12,8","6,3",,,"84,2",,,"9,8",,,"91,8",,"4,3","5,45","5,12","5,4","5,77"
QP010002,0,1111.0,,"3,8","1,7","15,7","97,9","2,1","17,9","21,1","36,8","19,8","4,4","10,4","9,1","39,2","29,9","8,7",,,"1,6","33,5","15,4","35,1","11,3","3,1",3,"38,5","45,4","8,6","4,6","6,29","5,6","6,24","6,78"
QP010003,0,2800.0,,"2,1","0,9","9,9",95,5,"4,3",19,"37,3","33,1","6,3",,"3,1","22,5",48,"23,3",,,"0,5","72,2","11,7","1,1","6,1","8,4","2,5","78,3","18,5",,,"4,77","4,37","4,82","5,23"
QP010004,0,558.0,,"3,9",,12,"74,2","25,8","6,5","11,8","28,3","30,6","22,8",,"5,7","15,1",40,19,"15,2",,,,"56,8",,,,,"83,9",12,,,"5,33","4,53","5,32","5,9"
QP010005,0,549.0,,"2,9",,"14,3",,,"3,5","23,1","30,1",39,"4,4",,,"25,5","40,8","31,7",,,,"64,7",,,,,,"97,8",,,,"5,82","5,51","5,78","6,14"
QP010006,0,1837.0,,"6,5","3,1",12,,,"11,5","20,5",42,"23,5","2,4","4,5",16,"24,4","48,4","5,4",,,,"98,5",,,"0,9",,"0,9","97,5",,,"0,9","5,15","4,56","5,06","5,57"
QP010007,0,828.0,,,,"10,4",,,"18,1","14,3","31,9","23,4","12,3","15,9",,"39,9","31,3",,,,,,,,,,,,,,,"4,89","4,14","4,51","5,35"
QP010008,0,664.0,,4,,"9,9","97,3","2,7",,"29,4","27,9","33,7",,,"7,8","33,6","54,5",,,,,"90,1",,,"7,1",,,"90,2","7,4",,,"5,43","5,07","5,39","5,8"
QP010009,0,416.0,,"3,2",,"7,9",82,18,,"33,4","29,6",,"23,6",,,"33,4","31,7",,"21,4",,,"71,6",,,"16,6",,,"71,6",,,,"5,4","4,9","5,42","5,65"
QP010010,0,794.0,,4,,"10,9","96,6","3,4","3,7","29,5","38,3","23,3","5,3",,3,"42,4","44,7","7,2",,,,"85,6",,,,,,"85,6","12,1",,,"5,23","4,79","5,22","5,61"
QP011001,0,166.0,22.0,,,15,,,,,"42,2","27,1","17,5",,,,"54,8","22,3",,,,"58,4","19,3",,,"13,3",,"65,7",,,,"4,87","4,39","4,75","5,24"
QP011002,0,712.0,,"2,4",,"10,5","76,3","23,7","3,1","15,2",31,"34,7",16,,"6,3","10,3","46,2","34,3",,,,"59,1",,"19,8","10,7","6,3",,"59,1","34,4","4,6",,"5,7","5,33","5,73","6,07"
QP011003,0,529.0,,"2,4",,"12,3",,,"7,8","13,8",35,"38,6","4,9","7,9",,"37,6",45,,,,,,,,,,,"97,5",,,,"5,29","4,85","5,11","5,72"
QP011004,0,473.0,,"7,6","5,5","11,4",,,"24,9","29,6","31,9",,,,"15,9","29,8","28,8","12,7",,,"46,3",,"27,5","8,2","11,8",,,,"88,6",,,"5,88","5,34","5,83","6,27"
QP011005,0,333.0,,6,,12,,,,"21,3","37,8","36,9",,,,"51,7","43,5",,,,,,,,,,,,,,,"6,25","5,85","6,39","6,78"
QP011006,0,386.0,,,,"12,5","86,5","13,5","20,7","2,8","23,6",37,"15,8",,,,"55,4",21,,,,"90,4",,,,,,"90,4",,,,"4,78","4,33","4,57","4,96"
QP011007,0,1157.0,25.0,2,,"8,2","92,3","7,7","1,9","16,2","40,4","36,5","4,9",,"1,7",16,"53,5","26,6",,,"5,4",54,"29,5","1,5","2,6",7,,"62,7","33,5",,,"5,09","4,48","4,97","5,65"
QP011008,0,543.0,,6,"3,2","12,8","95,2","4,8",,"31,7","35,2",21,,"7,9",,"37,6","35,4","13,6",,,"30,6","23,2","20,3","17,7",,,,"31,5","52,7",,,"5,92","5,25","5,9","6,35"
QP011009,0,712.0,,"3,6",,"5,7",,,"11,8","8,8","41,6","26,8",11,"11,7",,"20,2","44,7","19,1",,,,"82,7",,,,,,"82,6",,,,"4,8","4,43","4,71","5,04"
QP011010,0,207.0,,,,"16,4","92,3","7,7",,,"45,4","39,6","8,2",,,,"73,9","12,1",,,,"39,6","26,6",,"19,3",,,"66,2",,,,"5,06","4,46","4,88","5,56"
QP012001,0,590.0,,"2,4",,"12,2",,,"6,4","16,3","44,7","26,9","5,6",,"2,9","38,8","48,5","6,8",,,,"89,7","7,3",,,,,"96,9",,,,"4,29","3,76","4,09","4,73"
QP012002,0,255.0,,,,"10,8",,,"8,6","14,9","38,8",31,"6,7",,,"14,5","43,5","31,4",,,"5,5","82,4",,"6,3",,,,,"89,8",,,"4,05","3,79","3,97","4,06"
QP013001,0,225.0,,,,"8,3",,,,,"34,7","25,3","27,6",,,,"59,6","26,7",,,,"72,4",,,,,,"70,7",,,,"4,66","3,96","4,7","5,17"
QP013002,0,240.0,,,,"8,8",,,,"15,4","39,2","34,6",,,,"15,4","62,9","17,1",,,,,"74,2","19,2",,,,,,,,"6,1","5,62","6,3","6,72"
QP013003,0,576.0,,,,"3,9",,,,"15,1","34,4","35,4",,,,"14,8","55,6","25,7",,,,,"69,8","28,1",,,,"39,4","46,4",,,"6,07","5,53","5,99","6,74"
QP013004,0,420.0,,,,"10,6","71,2","28,8",,,"41,9",41,"11,4",,,"9,5","49,3","38,6",,,,,,,,,,,"96,4",,,"6,95","6,51","6,84","7,41"
QP013005,0,1082.0,,,,"7,9",,,"6,4",14,"34,7","36,5","8,4",5,"11,6","26,1","48,1","7,3",,,,"92,9",,"3,4",,"2,2",,"92,8","4,1",,,"6,08","5,61","5,93","6,5"
QP013006,0,295.0,,"4,1",,"7,1",,,"6,4","11,5","38,3","38,3","5,4",,,18,"66,1","9,5",,,,"88,5",,,,,,"88,5",,,,"5,1","4,71",5,"5,18"
QP013007,0,453.0,,,,"4,7",,,"4,9","8,8","26,3","37,7","22,3",,"4,9","9,1","62,5","20,1",,,,,,,,,,,,,,"4,87","4,12","5,05","5,44"
QP013008,0,324.0,24.0,"4,1",,"7,1",,,"6,2","12,7","35,2",38,8,,,"12,7","68,5","12,7",,,,"92,6",,,,,,"92,6",,,,"5,58","5,27","5,41","5,7"
QP013009,0,273.0,,,,"8,5",,,,"12,5",48,30,,,,,"58,6","24,5",,,,,,"86,1",,,,,"87,5",,,"7,53","7,19","7,46","7,84"
QP013010,0,870.0,,"5,7",4,"6,5",,,"5,9","15,4",31,"34,5","13,2",,,"38,7","45,2",9,,,,,,,,,,"96,9",,,,"5,6","5,26","5,35","6,02"
QP013011,0,1541.0,,"4,7",3,"8,3","95,3","4,7","8,4","6,4","35,7","36,1","13,5",,"8,2","6,1","62,7","22,2",,,,"75,5","19,7",,,,3,"95,3",,,,"4,97","4,41","4,86","5,28"
QP013012,0,935.0,,"15,9","14,1","4,2","93,2","6,8",,"10,4","36,4","44,5",,,,"43,1","42,9",,,,,"93,2",,,,,,"92,4",,,,"5,55","5,17","5,43","5,88"
QP013013,0,194.0,,,,,,,,"11,3","34,5","45,9",,,"8,8","6,7","78,9",,,,"9,3",83,,,,,,,,,,"4,84","4,4","4,55","4,85"
QP013014,0,2851.0,,"0,9",,"4,3",,,9,"14,3","33,6","30,4","12,6","6,8","1,6","9,4","41,3","30,6",8,"2,3",,"50,9","38,2",,,,,"79,3",,,,"4,62","3,85","4,33","4,83"
QP013015,0,606.0,,,,"8,2",,,,"9,9","48,5","34,3",,,,"51,7","46,2",,,,,"94,6",,,,,"2,8","94,6",,,,5,"4,75","5,09","5,3"
QP013016,0,1760.0,,"1,1",,"4,7",,,"0,9","8,3","36,1","42,4","12,3",,,"11,5","51,2","31,1","5,1",,,,,,,,,"99,1",,,,"4,24","3,93","4,24","4,72"
QP013017,0,424.0,,"2,9",,"4,8",,,,"13,7","40,3","40,8",,,,"55,7","35,4",,,,,"84,7",,,"8,3",,"9,7","84,7",,,,"4,92","4,41","4,78","5,55"
QP013018,0,2445.0,,"1,7","0,5",5,"98,5","1,5","2,6","10,2","41,2","32,3","13,7",,"1,9",11,61,"22,1","3,4",,,"55,1","30,2","6,7","6,3",,"0,9","60,4","36,2","1,6","0,9","5,54","4,62","5,32","6,5"
QP013019,0,448.0,,,,"6,9",92,8,"3,1","15,2","39,3",31,"11,4",,,"16,7","47,5","25,2","7,6",,,,58,,,,,,,,,"6,74","6,25","6,66","7,12"
QP013020,0,992.0,,"1,4",,"6,9",,,,"4,6","67,5",26,,,,"61,4","36,8",,,,,,,,,,,,,,,"5,17","4,87","5,19","5,5"
QP013021,0,602.0,,"4,4","2,5","9,3",,,,,"44,2","46,5",,,,"17,6","72,9",,,,,,,,,,,,,,,"4,82","4,38","4,82","5,3"
QP013022,0,634.0,,"3,7",,5,,,"2,5","16,9","37,9","28,4","14,4",,,17,"57,4","22,9",,,,,,,,,,,,,,"4,72","3,94","4,62","5,41"
QP013023,0,718.0,,"1,7",,"6,4",,,"3,5","13,6","34,7","35,8","12,4",,,"13,8",60,"22,7",,,,,,,,,,,"71,2",,,"5,05","4,66",5,"5,32"
QP013024,0,708.0,,"9,9","7,9","1,8",,,4,"7,3","31,1","41,2","16,4",,"3,7","8,8","66,2","17,5",,,,"95,2",,,,,,"95,2",,,,"4,59","3,92","4,28","5,23"
QP013025,0,1374.0,,"3,7","2,7","3,7","97,3","2,7","2,8","11,6","42,3","36,6","6,8",,"4,7","41,3","44,5","8,5",,,"9,1","88,2",,,,,,"97,3",,,,"4,79","4,06","4,86","5,51"
QP013026,0,36.0,,,,,,,,,"41,7",,,,,"38,9",,,,,,,,"58,3",,,,,,,,"7,23","6,89","7,32","7,67"
QP013027,0,77.0,,,,,"54,5","45,5","15,6",,"31,2","31,2",,,,"15,6","51,9",,,,,"58,4",,,,,,"58,4",,,,"5,19","4,58","4,97","5,76"
QP013028,0,340.0,,,,"7,5",,,,,"36,8","37,9","14,1",,,"20,3","65,3",,,,,,,,,,,"63,2",,,,"5,3","4,95","5,26","5,56"
QP013029,0,1143.0,,"4,4","1,8","5,5",,,"2,3","7,3","30,8",43,"16,6",,"1,8","8,3",50,"32,7","5,6",,,"93,3",,,,,,,,,,"4,68","3,97","4,83","5,23"
QP013030,0,429.0,,,,"5,6",,,,,"37,3",42,"15,6",,,"28,9","63,6",,,,,"84,6",,,,,,"84,6","12,4",,,"5,54","4,98","5,46","5,8"
QP013031,0,807.0,13.0,,,"6,6","96,9","3,1","1,7","15,2","43,4","36,9","2,7",,,"29,2",62,"4,3",,,4,"77,3","13,6",2,"1,5","1,6",,"41,4","51,7",,,6,"5,23","6,34","6,54"
QP013032,0,10617.0,94.0,"3,8","2,6","6,6","99,1","0,9","15,6",21,"34,7","23,6","5,1","10,8","7,6","31,4","34,8","12,6","2,4","0,4",19,"25,5","14,3","10,5","17,2","13,5","9,4","30,4","48,1","8,2","3,8","6,43","5,51","6,36","7,12"
QP013033,0,273.0,,,,"6,3",,,,,"54,6","41,4",,,,,"75,5",,,,,,,,,,,"93,8",,,,"5,04","4,82",5,"5,17"
QP013034,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP013035,0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,73","6,74","6,96","7,13"
QP013036,0,121.0,,,,,,,,,57,"26,4",,,,"82,6",,,,,,,,,,,,,,,,"4,74","4,18","4,79","5,16"
QP013037,0,609.0,,,,"4,2",,,,,"37,3","41,9","12,2",,,,"65,5","25,8",,,,,,,,,,,,,,"4,49","4,06","4,63","4,88"
QP013038,0,1161.0,,2,,"3,7",,,"4,5","6,5","28,3",43,"17,7",,4,"6,5","69,5","18,3",,,,,,,,,,,,,,"4,97","4,78","4,94","5,1"
QP013039,0,856.0,,,,"3,6",,,,"9,6","41,9","42,3",,,,"73,9","10,2","10,6",,,,,,,,,,,,,,"4,79","4,51","4,88","5,1"
QP013040,0,1058.0,,"2,1",,"5,5",,,,"14,2",42,34,,,,"26,1","53,7",,,,,"98,9",,,,,,99,,,,"4,62","3,91","4,75","5,2"
QP013041,0,434.0,,,,"5,8",,,,,"41,7","37,1","17,5",,,,"48,2","39,4",,,,"53,5",,,,,,,,,,"4,78","4,52","4,79","5,09"
QP013042,0,2672.0,,"1,9",,"6,4",,,"3,7","21,4","37,8","29,6","7,4",1,"2,7",32,"54,2","9,6",,,,"88,7",,,"2,2","7,2","1,7","88,6","9,1",,,"5,52","5,13","5,38","5,88"
QP013043,0,675.0,,,,5,,,,13,"43,3",33,,,,"13,2","52,9","27,4",,,,"56,3",,,,,,,,,,"4,91","4,74","4,85","5,1"
QP013044,0,3214.0,,"1,6","0,4","5,3",,,"1,2","15,7","36,1","34,1","12,9","0,5","0,7","22,6","54,8",21,,,,97,,,,,,,,,,"5,35","4,88","5,3","5,66"
QP013045,0,427.0,,,,"5,7",,,,,"45,9","35,6","12,9",,,"37,7","53,9",,"4,2",,,,,,,,,"54,8",,,,"5,53","4,81","6,13","6,14"
QP013046,0,479.0,,"2,6",,"3,9",,,,"11,7","41,8","35,3",,,,,"76,4","11,9",,,,,,,,,,,,,,"4,9","4,51","4,89","5,18"
QP013047,0,448.0,,,,"7,4",,,,"20,3",50,25,,,"19,9","73,7","3,1",,,,,"96,2",,,,,,"96,2",,,,"4,78","3,73","4,58","5,21"
QP013048,0,341.0,,,,"3,9",,,"4,4","8,5","25,2","30,5","31,4",,,"20,2","41,1","23,5","10,9",,,"93,5",,,,,,"38,7","55,1",,,"5,94","5,52","5,83","6,24"
QP013049,0,6137.0,,"2,6","1,4","5,3","98,3","1,7","4,4","16,3","40,3","28,4","10,5","0,2",5,"33,9","42,7","16,2","1,8","0,2","3,4","88,5","0,6",1,"4,2","2,3","1,5","90,7","7,2","0,3","0,2","5,27","4,78","5,19","5,76"
QP013050,0,1166.0,,"2,4","1,3","3,6",,,"1,8","7,5",39,"42,7",9,,,"7,5","81,6","9,1",,,,"94,3",,,"4,2",,,"93,2","5,7",,,"5,11","4,74","5,21","5,55"
QP013051,0,2078.0,,"3,7","2,5","5,3","97,8","2,2",1,"5,4","30,4","47,1","16,2",,"0,6","5,4","59,8","30,4","3,2",,,"82,1",,,"13,3",,"11,7","81,8","1,2","3,3",2,"5,16","4,75","5,04","5,36"
QP013052,0,1332.0,12.0,"2,2","1,3","4,9","84,7","15,3",5,"11,9","42,6","33,9","6,7","4,7","8,9","42,6","42,5",,,,"9,7",78,,,,"8,4",,"87,7","3,5","6,5",,"5,09","4,73","4,98","5,38"
QP013053,0,958.0,,"20,4","18,8",,,,,,"54,5","23,5",,,"5,3","82,9","10,4",,,,,"93,9",,,,,,"93,1",,,,"5,42","4,93","5,32","5,76"
QP013054,0,431.0,,,,"4,2",,,,"18,8","27,8","42,9",,,,"18,8","66,6",,,,,,,,,,,,,,,"5,19","4,78","5,1","5,5"
QP013055,0,1333.0,,"3,9","1,2","4,1",,,"2,9",7,"40,9","38,4","10,9",,"2,9","10,1","73,2","12,1",,,,"93,3",,,,"5,4",,"93,1","5,2",,,"5,18","4,83","5,14","5,46"
QP013056,0,338.0,,"17,5","13,4",,,,"3,6","15,7","36,7","25,4","18,6",,,"16,3","48,8","29,9",,,,,,,,,,,,,,"5,63","4,96","5,25","6,2"
QP013057,0,91.0,,,,,,,,,"16,5","51,6","17,6",,,,67,"17,6",,,,,,,,,,,,,,"5,14","4,9","5,02","5,23"
QP013058,0,1143.0,,"3,3","2,3",5,"98,3","1,7","7,2","21,3","40,1","25,6","5,8","1,7","12,8","34,9","34,9","13,9",,,"8,7","40,6","20,3","8,7","10,7",11,"8,4","37,9","50,2",,,"6,13","5,43","6,17","7,03"
QP013059,0,520.0,,"2,4",,4,"91,7","8,3",,,29,"42,7","19,8",,,"15,4","58,1","18,3",,,,"73,5","18,1",,,,,"73,5",,,,"4,99","4,65","5,03","5,28"
QP013060,0,175.0,,,,,"90,3","9,7",,,"49,1","27,4","13,1",,,,"54,9","30,9",,,,,"66,9","17,7","7,4",,"7,4",,"79,4",,"6,9","7,3","6,76","7,35","7,76"
QP013061,0,1048.0,,,,"7,3",,,,,"38,5","45,8","8,8",,,,"43,1","46,9",,,,"80,9","16,2",,,,,"84,8",,,,"4,91","4,71","4,93","5,13"
QP013062,0,547.0,,"3,3",,"9,4","89,2","10,8","2,6","10,2","40,8",40,"6,4",,,"15,4",55,"24,7",,,,"39,5","36,2",,"16,6",,,"39,5","51,9",,,"6,3","4,87","6,61","7,19"
QP013063,0,1618.0,,"7,5","5,6","4,1","92,2","7,8","3,8","5,8","31,1","43,9","15,3","1,5",,"7,6","68,4","18,4",3,,,"61,3",37,,,,,85,"9,7",,,"4,65","3,97","4,79","5,33"
QP013064,0,861.0,,,,"5,4",,,"3,4","9,5","36,5","40,3","10,3",,,10,"72,4","10,1","4,1",,,,,,,,,,,,,"4,99","4,74","4,99","5,26"
QP013065,0,734.0,,,,"4,4",,,"1,8","7,1","49,2","38,6","3,4",,,"7,6","87,2","2,7",,,,,,,,,,,,,,"5,09","4,87","5,06","5,28"
QP014001,0,1929.0,,"5,4","2,8","6,1",99,1,"0,8","16,7","34,9","34,9","12,6",,"0,8","20,3",50,"25,4","2,9",,,,,,,,,"95,9",,,,"5,21","4,75","5,09","5,63"
QP014002,0,1345.0,,"9,3","6,8","8,5","95,9","4,1","2,3","13,7","34,7","36,7","12,6",,"2,5",30,"46,8","18,2","1,4",,,"65,7","6,4",8,"14,6",,,"71,6","25,1",,,"5,63","5,03","5,39","6,07"
QP014003,0,2145.0,,"7,3","4,5","6,7",98,2,"4,6","20,1","45,4","23,7","6,2","3,9","2,1","58,7","31,1","3,6",,,,"89,8","6,1",,"3,4",,,"95,9","3,1",,,"5,22","4,81","5,22","5,48"
QP014004,0,986.0,,"8,1","5,1","5,9",,,"3,9","24,9","34,1","23,4","13,7",,,"28,2",47,"19,5","2,3",,,,,,,,,,,,,"5,09","4,69","5,04","5,42"
QP014005,0,552.0,,"5,9","3,3","7,1",,,"5,1","22,8","26,8","29,9","15,4",,,"41,3","36,1","17,4",,,,"89,5",,,,,,"89,3","8,7",,,"5,3","4,87","5,11","5,52"
QP014006,0,560.0,,"2,4",,"9,1","52,5","47,5","11,6","38,4","26,3",8,"15,7",,,"28,4","30,5",28,"11,1",,,"51,8",22,,"21,6",,,"73,8","21,8",,,"5,28","4,57","5,09","5,88"
QP014007,0,2880.0,,"3,5","1,8","10,9","99,1","0,9","3,1","9,4","39,7","36,2","11,6",,"2,2",13,"62,7","18,2","2,8",,,"74,1",14,,"9,5",,,"78,7","18,8",,,"5,38","4,87","5,15","5,64"
QP014008,0,357.0,,,,"10,1","86,3","13,7",,,"37,5","37,3","13,4",,,"15,7","47,1","32,5",,,,"68,3",,,"17,9",,,"68,6",,,,"5,41","5,06","5,26","5,55"
QP014009,0,1522.0,,"2,5",,"9,4",,,"4,1","15,7","37,2","33,9","9,1",,"1,4","17,4","61,4","17,1","1,4",,,"92,6",,,,,,"97,5",,,,"4,89","4,56","4,78","5,2"
QP015001,0,337.0,,"4,3",,,,,,"19,3","38,6","30,6",,,,"19,3","69,1",,,,,,,,,,,,,,,"4,7","4,28","4,63","5,01"
QP016001,0,1258.0,,"6,2","3,7","10,5","94,8","5,2","2,8","12,3","38,2","33,5","13,2",,"2,1","18,1","59,8","18,9",,,,"72,9","18,1",,,"6,2",,"89,9","7,6",,,"4,77","4,42","4,69","4,94"
QP016002,0,819.0,,,,"12,4","94,6","5,4","4,9",17,"45,9","28,3","3,9",,,"18,4","53,5","22,5","3,4",,,"46,9","43,6",,,,,"45,2","51,9",,,"4,67","4,22","4,56",5
QP016003,0,1062.0,,"4,2","2,6","10,9",,,4,"18,1","29,7","37,6","10,6",,6,"32,7","46,6","10,3","2,4",,,85,"6,8","6,9",,,,"78,4",,,,"5,15","4,64","4,98","5,57"
QP016004,0,513.0,,,,"11,7","89,3","10,7","4,7","26,3","36,6",22,"10,3",,,"24,2","44,6","19,9","7,6",,,"11,3","71,7","12,9",,,,,"68,2",,,"5,89","5,2","6,13","6,36"
QP016005,0,1776.0,,"2,5","1,7","11,2",,,"0,6","5,6","36,5","53,2","4,1",,,"10,1","84,2","4,4",,,,"94,4",,,"3,1","1,7",,"94,4",,,,"4,65","4,35","4,54","4,84"
QP016006,0,865.0,,5,2,"12,7","95,5","4,5",4,"12,4","34,1",36,"13,5",,,"25,7","51,6",18,,,,"76,1",15,,,,,91,,,,"4,66","4,27","4,46","4,78"
QP017001,0,2508.0,,"2,5","1,5","8,1","98,6","1,4","3,1","7,8","34,4","41,4","13,2",1,"2,2","8,2","68,9","17,1","1,6","1,1",,"96,6",,,,"1,8",,"96,3","1,6",,"1,3","5,18","4,63","5,17","5,58"
QP017002,0,2318.0,,"3,6","3,3","6,7","99,4","0,6","1,2","18,7","43,6","31,4",5,,"1,3","19,8","67,8","10,5",,,,"90,6","7,6",,,,,"93,1","5,9",,,"5,15","4,78","5,16","5,61"
QP017003,0,1173.0,,"1,4",,"8,8",,,"2,9","16,6","53,5","24,6","2,3",,,34,"48,4","11,9","2,7",,,"89,3","9,5",,,,,"98,7",,,,"4,78","4,29","4,76","5,12"
QP017004,0,567.0,,,,"6,9",78,22,"7,6","25,9",33,"24,3","9,2","5,5",,"36,7","31,7","19,4","3,7",,,"37,7","18,9","16,9","14,8",,,,58,,,"5,28","4,85","5,2","5,67"
QP017005,0,349.0,,,,"12,5","83,1","16,9",,,"37,8","41,8","17,2",,,"7,2","57,3","32,4",,,,"65,9","17,2",,,,,"83,1","7,4","4,9",,"5,04","4,52","4,67","5,33"
QP017006,0,424.0,,,,"8,5","88,4","11,6",13,"17,5","31,4","29,7","8,5",,4,"25,5","57,8","9,9",,,,"64,2",,,,"19,6",,"64,2","19,6",,,"5,44","5,16","5,16","5,97"
QP017007,0,929.0,,,,"8,2",,,"1,7",52,"29,8","14,2","2,3",,"11,6","54,1","31,3",,,,,98,,,,,,98,,,,"5,62","5,22","5,69","6,08"
QP018001,0,4189.0,,"5,8","3,3","9,6","93,6","6,4","1,5","14,3","42,8","31,1","10,3",,"1,6","23,1","51,2","21,7",2,,,"80,7",4,,"12,2",,1,"77,7","20,9",,,"4,88","4,54","4,84","5,19"
QP018002,0,1350.0,,"9,1","6,2",15,,,"3,5","20,7","45,3",23,"7,6",,"1,9","19,7","45,8","26,1",5,,,"3,9","72,9","15,4","6,1",,,"25,9","56,4",,,"5,18","4,67","5,15","5,65"
